Summary
"['org.apache.hc.core5.net', 'URIAuthority', True, 'URIAuthority', '(Host)', '', 'Argument[0]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIAuthority', True, 'URIAuthority', '(String)', '', 'Argument[0]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIAuthority', True, 'URIAuthority', '(String,Host)', '', 'Argument[1]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIAuthority', True, 'URIAuthority', '(String,String,int)', '', 'Argument[1]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIAuthority', True, 'URIAuthority', '(String,int)', '', 'Argument[0]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIBuilder', True, 'URIBuilder', '(String)', '', 'Argument[0]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIBuilder', True, 'URIBuilder', '(String,Charset)', '', 'Argument[0]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIBuilder', True, 'URIBuilder', '(URI)', '', 'Argument[0]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIBuilder', True, 'URIBuilder', '(URI,Charset)', '', 'Argument[0]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIBuilder', True, 'setHost', '(InetAddress)', '', 'Argument[0]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIBuilder', True, 'setHost', '(InetAddress)', '', 'Argument[0]', 'ReturnValue', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIBuilder', True, 'setHost', '(String)', '', 'Argument[0]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIBuilder', True, 'setHost', '(String)', '', 'Argument[0]', 'ReturnValue', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIBuilder', True, 'setHttpHost', '(HttpHost)', '', 'Argument[0]', 'Argument[this]', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URIBuilder', True, 'setHttpHost', '(HttpHost)', '', 'Argument[0]', 'ReturnValue', 'taint', 'hq-manual']"
"['org.apache.hc.core5.net', 'URLEncodedUtils', True, 'parse', '(URI,Charset)', '', 'Argument[0]', 'ReturnValue.Element', 'taint', 'hq-manual']"
"['org.apache.commons.compress.archivers.tar', 'TarArchiveEntry', True, 'TarArchiveEntry', '(String)', '', 'Argument[0]', 'Argument[this]', 'taint', 'ai-manual']"
"['org.apache.commons.compress.archivers.tar', 'TarArchiveEntry', True, 'TarArchiveEntry', '(String,boolean)', '', 'Argument[0]', 'Argument[this]', 'taint', 'ai-manual']"
"['org.apache.commons.compress.archivers.tar', 'TarArchiveEntry', True, 'TarArchiveEntry', '(String,byte)', '', 'Argument[0]', 'Argument[this]', 'taint', 'ai-manual']"
"['org.apache.commons.compress.archivers.tar', 'TarArchiveEntry', True, 'setLinkName', '(String)', '', 'Argument[0]', 'Argument[this]', 'taint', 'ai-manual']"
"['org.kohsuke.stapler.framework.adjunct', 'AdjunctManager', True, 'AdjunctManager', '(ServletContext,ClassLoader,String,long)', '', 'Argument[2]', 'Argument[this].Field[org.kohsuke.stapler.framework.adjunct.AdjunctManager.rootURL]', 'taint', 'ai-manual']"
"['java.lang', 'AbstractStringBuilder', True, 'AbstractStringBuilder', '(String)', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']"
"['java.lang', 'AbstractStringBuilder', True, 'delete', '(int,int)', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']"
"['java.lang', 'AssertionError', False, 'AssertionError', '(Object)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']"
"['java.lang', 'Class', False, 'cast', '(Object)', '', 'Argument[0]', 'ReturnValue', 'value', 'manual']"
"['java.lang', 'Exception', False, 'Exception', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']"
"['java.lang', 'Exception', False, 'Exception', '(String,Throwable)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']"
"['java.lang', 'Exception', False, 'Exception', '(String,Throwable)', '', 'Argument[1]', 'Argument[this].SyntheticField[java.lang.Throwable.cause]', 'value', 'manual']"
"['java.lang', 'Exception', False, 'Exception', '(Throwable)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.cause]', 'value', 'df-manual']"
"['java.lang', 'Exception', False, 'Exception', '(Throwable)', '', 'Argument[0].SyntheticField[java.lang.Throwable.message]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'taint', 'df-manual']"
"['java.lang', 'IllegalArgumentException', False, 'IllegalArgumentException', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']"
"['java.lang', 'IllegalStateException', False, 'IllegalStateException', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']"
"['java.lang', 'IndexOutOfBoundsException', False, 'IndexOutOfBoundsException', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']"
"['java.lang', 'Iterable', True, 'forEach', '(Consumer)', '', 'Argument[this].Element', 'Argument[0].Parameter[0]', 'value', 'manual']"
"['java.lang', 'NullPointerException', False, 'NullPointerException', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']"
"['java.lang', 'RuntimeException', False, 'RuntimeException', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']"
"['java.lang', 'RuntimeException', False, 'RuntimeException', '(String,Throwable)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']"
"['java.lang', 'RuntimeException', False, 'RuntimeException', '(String,Throwable)', '', 'Argument[1]', 'Argument[this].SyntheticField[java.lang.Throwable.cause]', 'value', 'manual']"
"['java.lang', 'RuntimeException', False, 'RuntimeException', '(Throwable)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.cause]', 'value', 'manual']"
"['java.lang', 'String', False, 'concat', '(String)', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'concat', '(String)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'format', '(Locale,String,Object[])', '', 'Argument[1]', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'format', '(Locale,String,Object[])', '', 'Argument[2].ArrayElement', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'format', '(String,Object[])', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'format', '(String,Object[])', '', 'Argument[1].ArrayElement', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'formatted', '(Object[])', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'formatted', '(Object[])', '', 'Argument[0].ArrayElement', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'repeat', '(int)', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'valueOf', '(char)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'valueOf', '(char[])', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'valueOf', '(char[],int,int)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'String', False, 'valueOf', '(CharSequence)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']"
"['java.lang', 'StringBuffer', True, 'StringBuffer', '(CharSequence)', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']"
"['java.lang', 'StringBuffer', True, 'StringBuffer', '(String)', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']"
"['java.lang', 'Thread', False, 'Thread', '(Runnable)', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']"
"['java.lang', 'Thread', False, 'Thread', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Thread.name]', 'value', 'manual']"
"['java.lang', 'ThreadLocal', True, 'set', '(Object)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.ThreadLocal.value]', 'value', 'manual']"
"['java.lang', 'ThreadLocal', False, 'withInitial', '(Supplier)', '', 'Argument[0].ReturnValue', 'ReturnValue.SyntheticField[java.lang.ThreadLocal.value]', 'value', 'manual']"
"['java.lang', 'Throwable', False, 'Throwable', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']"
"['java.lang', 'Throwable', False, 'Throwable', '(String,Throwable)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'df-manual']"
"['java.lang', 'Throwable', False, 'Throwable', '(String,Throwable)', '', 'Argument[1]', 'Argument[this].SyntheticField[java.lang.Throwable.cause]', 'value', 'df-manual']"
"['java.lang', 'Throwable', False, 'Throwable', '(Throwable)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.cause]', 'value', 'manual']"
"['java.lang', 'Throwable', False, 'Throwable', '(Throwable)', '', 'Argument[0].SyntheticField[java.lang.Throwable.message]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'taint', 'df-manual']"
"['java.lang', 'Throwable', True, 'initCause', '(Throwable)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.cause]', 'value', 'df-manual']"
"['java.lang', 'Throwable', True, 'initCause', '(Throwable)', '', 'Argument[0]', 'ReturnValue.SyntheticField[java.lang.Throwable.cause]', 'value', 'df-manual']"
"['java.lang', 'Throwable', True, 'initCause', '(Throwable)', '', 'Argument[this]', 'ReturnValue', 'value', 'df-manual']"
"['java.lang', 'UnsupportedOperationException', False, 'UnsupportedOperationException', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']"
"['com.google.gson', 'Gson', False, 'toJson', '(JsonElement)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']"
"['com.google.gson', 'Gson', False, 'toJson', '(JsonElement,JsonWriter)', '', 'Argument[0]', 'Argument[1]', 'taint', 'manual']"
"['com.google.gson', 'Gson', False, 'toJson', '(JsonElement,Appendable)', '', 'Argument[0]', 'Argument[1]', 'taint', 'manual']"
"['com.google.gson', 'Gson', False, 'toJson', '(Object)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']"
"['com.google.gson', 'Gson', False, 'toJson', '(Object,Appendable)', '', 'Argument[0]', 'Argument[1]', 'taint', 'manual']"
